journey_id,user_id,timestamp,channel,conversion,revenue,device,location,session_duration,product_viewed
47,15,2024-05-17 11:49:15.430327,Direct,0,0.0,Tablet,Texas,222,Headphones
47,15,2024-05-31 13:34:23.430343,Organic Search,0,0.0,Tablet,California,206,Smartphone
47,15,2024-05-17 00:37:28.430354,Direct,0,0.0,Tablet,California,45,Tablet
48,396,2024-05-30 12:43:11.430388,Email,1,470.41177715713405,Mobile,Texas,260,Smartphone
48,396,2024-06-01 02:50:17.430400,Organic Search,1,470.41177715713405,Mobile,Texas,292,Smartwatch
48,396,2024-06-03 05:52:07.430411,Paid Search,1,470.41177715713405,Desktop,California,206,Smartphone
48,396,2024-05-19 07:29:28.430430,Email,1,470.41177715713405,Mobile,Florida,205,Headphones
49,340,2024-06-11 04:09:33.430448,Direct,1,484.17099726690964,Mobile,New York,235,Laptop
49,340,2024-05-30 05:48:39.430459,Email,1,484.17099726690964,Tablet,California,219,Smartphone
50,39,2024-05-24 07:58:31.430476,Affiliate,1,202.35255532314426,Desktop,Texas,283,Headphones
50,39,2024-05-16 10:55:04.430487,Affiliate,1,202.35255532314426,Tablet,Florida,287,Laptop
50,39,2024-05-27 19:57:21.430498,Social Media,1,202.35255532314426,Tablet,Texas,126,Laptop
50,39,2024-06-02 18:51:46.430509,Affiliate,1,202.35255532314426,Tablet,New York,237,Smartphone
51,356,2024-06-14 10:38:13.430525,Email,0,0.0,Mobile,Texas,201,Headphones
51,356,2024-06-11 13:33:22.430537,Direct,0,0.0,Mobile,Illinois,102,Smartphone
51,356,2024-06-10 19:34:19.430557,Direct,0,0.0,Mobile,Illinois,133,Headphones
52,468,2024-06-08 05:39:26.430571,Affiliate,0,0.0,Mobile,Florida,140,Laptop
52,468,2024-05-18 05:30:28.430585,Paid Search,0,0.0,Tablet,Illinois,90,Laptop
52,468,2024-06-01 09:51:56.430596,Direct,0,0.0,Mobile,Florida,138,Headphones
52,468,2024-05-19 11:26:50.430607,Social Media,0,0.0,Mobile,Florida,64,Smartphone
52,468,2024-06-03 01:37:26.430619,Paid Search,0,0.0,Tablet,Texas,161,Laptop
53,425,2024-05-19 20:39:41.430635,Direct,1,53.64408459267061,Tablet,Florida,156,Smartphone
53,425,2024-05-27 09:37:10.430648,Social Media,1,53.64408459267061,Tablet,California,138,Smartphone
53,425,2024-05-26 18:54:34.430660,Affiliate,1,53.64408459267061,Tablet,New York,168,Headphones
53,425,2024-06-14 01:20:44.430673,Paid Search,1,53.64408459267061,Tablet,California,56,Tablet
54,168,2024-06-09 17:38:07.430690,Direct,0,0.0,Mobile,Illinois,266,Tablet
54,168,2024-05-20 16:27:22.430702,Paid Search,0,0.0,Mobile,Texas,183,Laptop
54,168,2024-06-01 19:42:20.430713,Social Media,0,0.0,Desktop,Florida,295,Tablet
54,168,2024-06-13 08:04:52.430723,Email,0,0.0,Mobile,Illinois,73,Headphones
55,189,2024-05-16 08:55:20.430740,Email,1,420.0877855520484,Tablet,California,251,Laptop
55,189,2024-05-27 02:00:25.430751,Paid Search,1,420.0877855520484,Tablet,California,42,Headphones
55,189,2024-05-17 11:26:41.430764,Affiliate,1,420.0877855520484,Mobile,New York,81,Laptop
56,485,2024-06-12 18:54:30.430789,Social Media,1,498.16731863976327,Tablet,California,208,Headphones
57,190,2024-05-23 16:49:16.430807,Organic Search,1,314.3031554968734,Tablet,New York,260,Smartwatch
57,190,2024-06-02 12:15:43.430818,Email,1,314.3031554968734,Tablet,Texas,121,Headphones
57,190,2024-06-01 13:51:02.430830,Paid Search,1,314.3031554968734,Desktop,Texas,288,Tablet
57,190,2024-06-14 07:57:05.430842,Paid Search,1,314.3031554968734,Desktop,New York,242,Laptop
57,190,2024-05-25 14:43:28.430854,Affiliate,1,314.3031554968734,Tablet,Illinois,20,Laptop
58,403,2024-06-11 01:53:29.430869,Social Media,0,0.0,Desktop,Illinois,116,Smartwatch
58,403,2024-06-09 13:57:50.430881,Paid Search,0,0.0,Desktop,Illinois,11,Tablet
58,403,2024-05-19 17:10:45.430891,Social Media,0,0.0,Tablet,Texas,99,Laptop
59,339,2024-06-15 09:24:14.430906,Social Media,0,0.0,Tablet,Texas,18,Smartphone
60,136,2024-05-23 07:07:13.430922,Direct,0,0.0,Desktop,New York,253,Headphones
61,399,2024-06-01 04:06:10.430936,Social Media,0,0.0,Tablet,New York,276,Tablet
61,399,2024-05-31 23:01:26.430946,Email,0,0.0,Desktop,Florida,215,Headphones
61,399,2024-05-25 18:30:59.430956,Organic Search,0,0.0,Tablet,Florida,47,Laptop
62,165,2024-06-13 17:51:09.430970,Paid Search,0,0.0,Tablet,Illinois,290,Tablet
62,165,2024-06-03 00:41:48.430979,Direct,0,0.0,Mobile,Florida,268,Smartwatch
62,165,2024-06-02 18:50:10.430989,Affiliate,0,0.0,Desktop,Illinois,120,Headphones
62,165,2024-06-01 14:07:40.431011,Organic Search,0,0.0,Mobile,Florida,214,Headphones
62,165,2024-05-23 18:59:06.431023,Paid Search,0,0.0,Mobile,Texas,140,Tablet
63,489,2024-05-20 19:20:21.431040,Email,1,80.20998866149148,Mobile,New York,200,Smartphone
63,489,2024-05-29 20:15:48.431051,Direct,1,80.20998866149148,Tablet,Illinois,178,Laptop
64,211,2024-05-23 20:34:26.431068,Paid Search,1,440.6414669910792,Tablet,Texas,190,Laptop
64,211,2024-05-28 03:58:22.431081,Social Media,1,440.6414669910792,Desktop,Florida,124,Laptop
64,211,2024-06-04 02:11:39.431091,Paid Search,1,440.6414669910792,Desktop,Texas,125,Headphones
65,433,2024-05-26 22:29:46.431105,Affiliate,0,0.0,Mobile,New York,102,Tablet
65,433,2024-05-24 11:11:50.431114,Paid Search,0,0.0,Mobile,New York,102,Smartphone
65,433,2024-05-27 22:30:50.431124,Organic Search,0,0.0,Desktop,California,25,Laptop
65,433,2024-05-23 03:07:58.431134,Social Media,0,0.0,Mobile,Florida,242,Tablet
65,433,2024-06-10 08:58:26.431145,Paid Search,0,0.0,Tablet,Texas,300,Smartwatch
66,44,2024-06-09 23:57:08.431162,Email,0,0.0,Tablet,New York,149,Headphones
67,339,2024-06-02 12:30:05.431177,Social Media,1,323.18420334845695,Tablet,New York,186,Headphones
67,339,2024-06-12 12:08:04.431187,Affiliate,1,323.18420334845695,Tablet,Illinois,259,Smartwatch
67,339,2024-05-25 11:13:04.431197,Email,1,323.18420334845695,Desktop,Florida,38,Laptop
67,339,2024-06-09 11:28:22.431207,Social Media,1,323.18420334845695,Desktop,Texas,158,Tablet
68,62,2024-06-10 17:44:37.431222,Organic Search,1,386.15635554339553,Tablet,California,266,Smartwatch
69,427,2024-06-03 20:54:25.431236,Organic Search,0,0.0,Desktop,Florida,49,Tablet
69,427,2024-05-28 06:49:02.431247,Direct,0,0.0,Mobile,Florida,158,Laptop
69,427,2024-06-03 21:41:16.431258,Paid Search,0,0.0,Desktop,Illinois,245,Tablet
70,46,2024-06-08 06:35:05.431275,Direct,0,0.0,Mobile,Illinois,50,Headphones
70,46,2024-05-19 11:09:01.431285,Affiliate,0,0.0,Mobile,California,180,Smartphone
70,46,2024-06-13 03:51:39.431296,Affiliate,0,0.0,Desktop,Illinois,271,Smartphone
70,46,2024-05-18 09:43:36.431307,Paid Search,0,0.0,Tablet,California,130,Laptop
71,75,2024-06-10 00:30:52.431322,Social Media,0,0.0,Tablet,New York,100,Headphones
71,75,2024-06-01 01:55:20.431332,Direct,0,0.0,Mobile,Illinois,175,Tablet
71,75,2024-06-11 06:26:09.431344,Email,0,0.0,Mobile,Florida,165,Tablet
72,303,2024-06-06 05:38:08.431363,Organic Search,1,278.30159838040015,Desktop,New York,198,Tablet
73,40,2024-05-29 20:57:13.431436,Organic Search,1,258.2202465172725,Tablet,California,174,Smartwatch
74,244,2024-05-16 20:11:40.431455,Organic Search,0,0.0,Desktop,Texas,53,Smartwatch
74,244,2024-05-26 16:09:52.431467,Email,0,0.0,Desktop,Florida,234,Smartwatch
74,244,2024-05-30 00:14:41.431479,Social Media,0,0.0,Mobile,Texas,154,Headphones
74,244,2024-06-02 10:07:39.431491,Affiliate,0,0.0,Tablet,New York,181,Laptop
74,244,2024-06-05 19:00:22.431503,Direct,0,0.0,Tablet,Florida,155,Tablet
75,371,2024-06-05 19:28:47.431520,Direct,0,0.0,Tablet,California,189,Tablet
75,371,2024-05-15 22:33:39.431532,Affiliate,0,0.0,Tablet,Florida,76,Smartwatch
75,371,2024-05-24 19:21:45.431548,Paid Search,0,0.0,Tablet,Florida,178,Smartphone
75,371,2024-05-25 03:16:54.431561,Email,0,0.0,Tablet,Florida,270,Tablet
75,371,2024-06-15 09:14:43.431574,Paid Search,0,0.0,Desktop,California,184,Headphones
76,99,2024-06-11 19:38:15.431589,Paid Search,0,0.0,Desktop,Illinois,286,Smartwatch
76,99,2024-06-14 10:11:09.431599,Direct,0,0.0,Desktop,Illinois,202,Smartphone
77,84,2024-05-23 06:30:43.431614,Email,0,0.0,Mobile,Texas,131,Headphones
77,84,2024-05-27 12:04:23.431626,Affiliate,0,0.0,Mobile,California,283,Smartphone
78,159,2024-06-04 01:40:43.431642,Organic Search,0,0.0,Mobile,Texas,205,Smartwatch
78,159,2024-05-30 07:12:15.431654,Social Media,0,0.0,Desktop,Illinois,80,Tablet
78,159,2024-06-13 23:06:09.431665,Organic Search,0,0.0,Mobile,Illinois,62,Smartwatch
78,159,2024-05-19 17:54:28.431677,Paid Search,0,0.0,Desktop,California,149,Headphones
79,464,2024-05-20 06:31:09.431692,Email,0,0.0,Desktop,Florida,188,Laptop
79,464,2024-06-02 20:30:29.431705,Organic Search,0,0.0,Tablet,Texas,130,Headphones
79,464,2024-06-13 08:47:49.431716,Social Media,0,0.0,Desktop,Texas,60,Tablet
79,464,2024-05-21 17:07:47.431725,Social Media,0,0.0,Desktop,Texas,251,Smartphone
79,464,2024-05-22 05:22:02.431735,Organic Search,0,0.0,Tablet,New York,50,Laptop
80,132,2024-05-29 00:16:42.431752,Direct,0,0.0,Mobile,New York,157,Smartphone
80,132,2024-06-06 18:00:39.431764,Email,0,0.0,Desktop,Florida,244,Laptop
81,57,2024-05-26 03:40:58.431780,Direct,0,0.0,Desktop,California,159,Headphones
81,57,2024-06-15 00:03:45.431790,Paid Search,0,0.0,Desktop,Illinois,223,Smartphone
81,57,2024-05-25 19:19:48.431800,Direct,0,0.0,Mobile,New York,279,Smartwatch
81,57,2024-05-30 03:57:54.431812,Direct,0,0.0,Desktop,Florida,250,Laptop
82,326,2024-06-15 09:26:44.431831,Email,1,164.14261748114575,Mobile,California,63,Smartwatch
82,326,2024-05-23 10:20:26.431842,Social Media,1,164.14261748114575,Desktop,Texas,289,Tablet
82,326,2024-05-19 23:02:37.431853,Social Media,1,164.14261748114575,Tablet,Florida,255,Smartphone
82,326,2024-05-21 17:32:14.431864,Email,1,164.14261748114575,Tablet,Florida,28,Tablet
83,104,2024-05-18 20:55:17.431879,Paid Search,0,0.0,Mobile,Illinois,213,Smartwatch
84,243,2024-05-21 22:53:39.431894,Social Media,0,0.0,Mobile,Texas,34,Tablet
84,243,2024-06-07 17:54:54.431905,Paid Search,0,0.0,Mobile,Florida,235,Headphones
84,243,2024-06-05 15:38:43.431916,Organic Search,0,0.0,Tablet,Florida,198,Smartwatch
85,137,2024-05-27 15:52:37.431934,Direct,1,85.51715272496054,Mobile,Texas,62,Laptop
86,168,2024-05-24 06:55:58.431951,Social Media,1,250.66209339484368,Tablet,Florida,189,Headphones
86,168,2024-06-14 09:36:39.431962,Direct,1,250.66209339484368,Mobile,Texas,39,Laptop
86,168,2024-05-24 23:14:09.431977,Organic Search,1,250.66209339484368,Mobile,Illinois,91,Laptop
87,74,2024-06-13 13:51:17.431994,Affiliate,1,65.65953460934391,Mobile,Texas,206,Smartwatch
87,74,2024-06-14 00:24:59.432015,Social Media,1,65.65953460934391,Tablet,Florida,199,Tablet
87,74,2024-06-01 19:38:52.432026,Direct,1,65.65953460934391,Desktop,Illinois,197,Headphones
87,74,2024-06-04 22:47:50.432037,Paid Search,1,65.65953460934391,Desktop,New York,23,Smartphone
87,74,2024-05-31 03:35:48.432048,Organic Search,1,65.65953460934391,Tablet,New York,144,Tablet
88,361,2024-05-27 12:02:58.432065,Affiliate,0,0.0,Mobile,California,72,Smartphone
88,361,2024-05-19 19:45:03.432075,Organic Search,0,0.0,Desktop,Florida,54,Tablet
88,361,2024-05-25 09:47:52.432087,Affiliate,0,0.0,Desktop,Illinois,287,Tablet
88,361,2024-05-18 11:31:34.432098,Social Media,0,0.0,Tablet,California,195,Smartwatch
89,115,2024-05-21 17:23:27.432115,Social Media,0,0.0,Mobile,New York,194,Smartwatch
90,294,2024-05-29 17:43:20.432131,Direct,1,411.6477768298639,Desktop,New York,168,Headphones
90,294,2024-05-24 05:01:10.432143,Direct,1,411.6477768298639,Mobile,Florida,47,Smartphone
90,294,2024-06-04 23:03:37.432155,Email,1,411.6477768298639,Mobile,Florida,274,Tablet
91,66,2024-05-22 17:44:57.432172,Organic Search,0,0.0,Tablet,New York,73,Smartwatch
91,66,2024-06-11 11:22:27.432183,Social Media,0,0.0,Desktop,Texas,125,Tablet
91,66,2024-05-16 03:33:17.432194,Paid Search,0,0.0,Desktop,Texas,110,Smartwatch
91,66,2024-06-07 17:53:23.432206,Affiliate,0,0.0,Mobile,Illinois,283,Laptop
91,66,2024-05-29 23:06:34.432217,Social Media,0,0.0,Tablet,Illinois,88,Smartphone
92,338,2024-05-28 20:56:50.432235,Email,1,429.138501851025,Desktop,New York,145,Smartphone
92,338,2024-05-22 01:36:58.432254,Organic Search,1,429.138501851025,Tablet,New York,264,Smartwatch
92,338,2024-06-05 23:04:33.432265,Paid Search,1,429.138501851025,Mobile,California,217,Tablet
92,338,2024-06-01 19:47:25.432278,Affiliate,1,429.138501851025,Desktop,California,235,Headphones
92,338,2024-05-31 05:32:14.432289,Social Media,1,429.138501851025,Mobile,Illinois,83,Tablet
93,442,2024-06-11 08:57:22.432311,Direct,1,488.9183575616961,Tablet,New York,173,Smartphone
93,442,2024-06-01 17:59:10.432322,Paid Search,1,488.9183575616961,Mobile,California,82,Laptop
93,442,2024-06-14 11:52:51.432334,Organic Search,1,488.9183575616961,Tablet,Florida,137,Smartphone
94,417,2024-06-10 04:18:21.432352,Direct,1,135.4253455505119,Mobile,Florida,167,Headphones
94,417,2024-06-15 19:10:07.432364,Organic Search,1,135.4253455505119,Tablet,Florida,133,Smartphone
94,417,2024-05-28 09:35:55.432417,Email,1,135.4253455505119,Desktop,Texas,263,Smartwatch
95,452,2024-05-19 18:32:00.432437,Organic Search,1,291.5108371800171,Desktop,Texas,197,Headphones
95,452,2024-06-04 20:47:59.432448,Organic Search,1,291.5108371800171,Desktop,Illinois,297,Smartphone
95,452,2024-06-04 02:18:17.432457,Paid Search,1,291.5108371800171,Desktop,Florida,268,Headphones
95,452,2024-05-22 02:25:39.432469,Paid Search,1,291.5108371800171,Tablet,Illinois,70,Smartphone
96,500,2024-06-05 02:08:13.432483,Paid Search,1,217.93925134616902,Desktop,California,270,Headphones
